GeneID,Entrez,Entry,Phylostrata
MRGPRE,116534,Q86SM8,11
MRGPRF,116535,Q96AM1,11
MRGPRG,386746,Q86SM5,12
MRGPRX2,117194,Q96LB1,11
MRGPRX3,117195,Q96LB0,10
MRGPRX4,117196,Q96LA9,11
MRI1,84245,Q9BV20,1
MRM1,79922,Q6IN84,1
MRO,83876,Q9BYG7,10
MROH1,377711,Q8NDA8,2
MROH6,642475,A6NGR9,11
MROH7,374977,Q68CQ1,11
MROH8,140699,Q9H579,10
MROH9,80133,Q5TGP6,10
MRP63,78988,Q9BQC6,4
MRPL1,65008,Q9BYD6,1
MRPL10,124995,Q7Z7H8,4
MRPL11,65003,Q9Y3B7,1
MRPL12,6182,P52815,1
MRPL13,28998,Q9BYD1,1
MRPL14,64928,Q6P1L8,5
MRPL15,29088,Q9P015,1
MRPL16,54948,Q9NX20,1
MRPL17,63875,Q9NRX2,1
MRPL18,29074,Q9H0U6,4
MRPL19,9801,P49406,2
MRPL2,51069,Q5T653,1
MRPL20,55052,Q9BYC9,1
MRPL22,29093,Q9NWU5,1
MRPL23,6150,Q16540,2
MRPL24,79590,Q96A35,1
MRPL3,11222,P09001,1
MRPL32,64983,Q9BYC8,5
MRPL34,64981,Q9BQ48,1
MRPL35,51318,Q9NZE8,6
MRPL36,64979,Q9P0J6,1
MRPL37,51253,Q9BZE1,4
MRPL38,64978,Q96DV4,4
MRPL39,54148,Q9NYK5,6
MRPL4,51073,Q9BYD3,1
MRPL40,64976,Q9NQ50,4
MRPL41,64975,Q8IXM3,2
MRPL43,84545,Q8N983,2
MRPL44,65080,Q9H9J2,4
MRPL45,84311,Q9BRJ2,2
MRPL46,26589,Q9H2W6,2
MRPL47,57129,Q9HD33,2
MRPL48,51642,Q96GC5,6
MRPL49,740,Q13405,2
MRPL50,54534,Q8N5N7,6
MRPL51,51258,Q4U2R6,6
MRPL52,122704,Q86TS9,5
MRPL53,116540,Q96EL3,6
MRPL54,116541,Q6P161,2
MRPL9,65005,Q9BYD2,2
MRPS10,55173,P82664,4
MRPS11,64963,P82912,1
MRPS12,6183,O15235,1
MRPS14,63931,O60783,1
MRPS15,64960,P82914,1
MRPS16,51021,Q9Y3D3,1
MRPS17,51373,Q9Y2R5,6
MRPS18B,28973,Q9Y676,4
MRPS18C,51023,Q9Y3D5,1
MRPS2,51116,Q9Y399,1
MRPS21,54460,P82921,4
MRPS22,56945,P82650,4
MRPS23,51649,Q9Y3D9,4
MRPS24,64951,Q96EL2,4
MRPS25,64432,P82663,4
MRPS26,64949,Q9BYN8,4
MRPS28,28957,Q9Y2Q9,4
MRPS31,10240,Q92665,4
MRPS33,51650,Q9Y291,4
MRPS34,65993,P82930,2
MRPS35,60488,P82673,4
MRPS36,92259,P82909,8
MRPS5,64969,P82675,2
MRPS6,64968,P82932,2
MRPS7,51081,Q9Y2R9,1
MRPS9,64965,P82933,1
MRRF,92399,Q96E11,1
MRS2,57380,Q9HD23,2
MRTO4,51154,Q9UKD2,2
MRVI1,10335,Q9Y6F6,8
MS4A1,931,P11836,10
MS4A10,341116,Q96PG2,13
MS4A12,54860,Q9NXJ0,9
MS4A13,503497,Q5J8X5,13
MS4A14,84689,Q96JA4,6
MS4A15,219995,Q8N5U1,10
MS4A18,0,Q3C1V0,15
MS4A2,2206,Q01362,7
MS4A3,932,Q96HJ5,11
MS4A4A,51338,Q96JQ5,5
MS4A4E,643680,Q96PG1,16
MS4A5,64232,Q9H3V2,11
MS4A6A,64231,Q9H2W1,12
MS4A6E,245802,Q96DS6,15
MS4A8,83661,Q9BY19,10
MSANTD1,345222,Q6ZTZ1,4
MSANTD2,79684,Q6P1R3,8
MSANTD3,91283,Q96H12,6
MSANTD4,84437,Q8NCY6,8
MSC,9242,O60682,9
MSGN1,343930,A6NI15,8
MSH2,4436,P43246,1
MSH3,4437,P20585,2
MSH4,4438,O15457,2
MSH5,4439,O43196,2
MSH6,2956,P52701,1
MSI1,4440,O43347,2
MSI2,124540,Q96DH6,2
MSL1,339287,Q68DK7,4
MSL2,55167,Q9HCI7,4
MSL3,10943,Q8N5Y2,4
MSLNL,0,Q96KJ4,8
MSMB,4477,P08118,9
MSMO1,6307,Q15800,2
MSMP,692094,Q1L6U9,7
MSN,4478,P26038,3
MSR1,4481,P21757,5
MSRA,4482,Q9UJ68,1
MSRB1,51734,Q9NZV6,4
MSRB3,253827,Q8IXL7,1
MSS51,118490,Q4VC12,8
MST1,4485,P26927,8
MST1R,4486,Q04912,6
MST4,51765,Q9P289,2
MSTN,2660,O14793,5
MSTO1,55154,Q9BUK6,2
MSX1,4487,P28360,6
MSX2,4488,P35548,5
MT1A,4489,P04731,8
MT1B,4490,P07438,8
MT1E,4493,P04732,15
MT1F,4494,P04733,15
MT1H,4496,P80294,8
MT2A,4502,P02795,8
MT3,4504,P25713,9
MT4,84560,P47944,10
MTA1,9112,Q13330,4
MTA2,9219,O94776,4
MTA3,57504,Q9BTC8,4
MTBP,27085,Q96DY7,5
MTCH1,23787,Q9NZJ7,4
MTCH2,23788,Q9Y6C9,4
MTDH,92140,Q86UE4,6
MTERF,7978,Q99551,8
MTERFD1,51001,Q96E29,2
MTERFD2,130916,Q7Z6M4,6
MTERFD3,80298,Q49AM1,8
MTF1,4520,Q14872,5
MTF2,22823,Q9Y483,4
MTFMT,123263,Q96DP5,1
MTFP1,51537,Q9UDX5,2
MTFR2,113115,Q6P444,2
MTG1,92170,Q9BT17,1
MTG2,26164,Q9H4K7,1
MTHFD1,4522,P11586,1
MTHFD1L,25902,Q6UB35,1
MTHFD2,10797,P13995,1
MTHFD2L,441024,Q9H903,1
MTHFR,4524,P42898,1
MTHFS,10588,P49914,1
MTHFSD,64779,Q2M296,1
MTIF2,4528,P46199,1
MTIF3,219402,Q9H2K0,1
MTL5,9633,Q9Y4I5,6
MTM1,4534,Q13496,2
MTMR1,8776,Q13613,2
MTMR10,54893,Q9NXD2,5
MTMR11,10903,A4FU01,8
MTMR12,54545,Q9C0I1,7
MTMR14,64419,Q8NCE2,4
MTMR2,8898,Q13614,2
MTMR3,8897,Q13615,2
MTMR4,9110,Q9NYA4,2
MTMR6,9107,Q9Y217,2
MTMR7,9108,Q9Y216,2
MTMR8,55613,Q96EF0,2
MTMR9,66036,Q96QG7,4
MTNR1A,4543,P48039,4
MTNR1B,4544,P49286,4
MTO1,25821,Q9Y2Z2,1
MTOR,2475,P42345,2
MTPAP,55149,Q9NVV4,4
MTPN,136319,P58546,2
MTR,4548,Q99707,1
MTRF1,9617,O75570,1
MTRF1L,54516,Q9UGC7,1
MTRR,4552,Q9UBK8,2
MTSS1,9788,O43312,5
MTSS1L,92154,Q765P7,5
MTTP,4547,P55157,6
MTURN,222166,Q8N3F0,8
MTUS1,57509,Q9ULD2,8
MTX1,4580,Q13505,2
MTX2,10651,O75431,2
MUC12,10071,Q9UKN1,1
MUC13,56667,Q9H3R2,7
MUC15,143662,Q8N387,10
MUC17,140453,Q685J3,1
MUC19,283463,Q7Z5P9,1
MUC2,4583,Q02817,1
MUC20,200958,Q8N307,12
MUC21,394263,Q5SSG8,1
MUC4,4585,Q99102,1
MUC6,4588,Q6W4X9,1
MUC7,4589,Q8TAX7,1
MUCL1,118430,Q96DR8,14
MUL1,79594,Q969V5,2
MUM1,84939,Q2TAK8,7
MUM1L1,139221,Q5H9M0,6
MURC,347273,Q5BKX8,8
MUS81,80198,Q96NY9,2
MUSK,4593,O15146,6
MUSTN1,389125,Q8IVN3,8
MUT,4594,P22033,1
MUTYH,4595,Q9UIF7,1
MVB12A,93343,Q96EY5,6
MVB12B,89853,Q9H7P6,4
MVD,4597,P53602,1
MVK,4598,Q03426,1
MVP,9961,Q14764,2
MX1,4599,P20591,2
MX2,4600,P20592,2
MXD1,4084,Q05195,5
MXD3,83463,Q9BW11,8
MXD4,10608,Q14582,6
MXI1,4601,P50539,4
MXRA8,54587,Q9BRK3,8
MYADM,91663,Q96S97,8
MYADML2,255275,A6NDP7,8
MYB,4602,P10242,2
MYBBP1A,10514,Q9BQG0,2
MYBL2,4605,P10244,2
MYBPC1,4604,Q00872,7
MYBPC2,4606,Q14324,7
MYBPC3,4607,Q14896,7
MYBPH,4608,Q13203,8
MYBPHL,343263,A2RUH7,12
MYC,4609,P01106,3
MYCBP,26292,Q99417,2
MYCBP2,23077,O75592,2
MYCBPAP,84073,Q8TBZ2,4
MYCL,4610,P12524,8
MYCN,4613,P04198,5
MYCT1,80177,Q8N699,8
MYD88,4615,Q99836,5
MYEF2,50804,Q9P2K5,2
MYEOV,26579,Q96EZ4,15
MYEOV2,150678,Q8WXC6,6
MYF5,4617,P13349,6
MYF6,4618,P23409,5
MYH1,4619,P12882,1
MYH10,4628,P35580,1
MYH13,8735,Q9UKX3,1
MYH14,79784,Q7Z406,1
MYH15,22989,Q9Y2K3,1
MYH2,4620,Q9UKX2,1
MYH3,4621,P11055,1
MYH4,4622,Q9Y623,1
MYH6,4624,P13533,1
MYH7B,57644,A7E2Y1,1
MYH9,4627,P35579,1
MYL1,4632,P05976,4
MYL10,93408,Q9BUA6,7
MYL12A,10627,P19105,3
MYL12B,103910,O14950,3
MYL2,4633,P10916,7
MYL3,4634,P08590,8
MYL4,4635,P12829,8
MYL5,4636,Q02045,10
MYL6,4637,P60660,4
MYL7,58498,Q01449,8
MYL9,10398,P24844,3
MYLIP,29116,Q8WY64,5
MYLK,4638,Q15746,4
MYLK2,85366,Q9H1R3,8
MYLK3,91807,Q32MK0,6
MYLK4,340156,Q86YV6,8
MYLPF,29895,Q96A32,8
MYNN,55892,Q9NPC7,6
MYO10,4651,Q9HD67,4
MYO15A,51168,Q9UKN7,4
MYO16,23026,Q9Y6X6,8
MYO18A,399687,Q92614,4
MYO18B,84700,Q8IUG5,4
MYO19,80179,Q96H55,5
MYO1A,4640,Q9UBC5,2
MYO1B,4430,O43795,2
MYO1C,4641,O00159,2
MYO1D,4642,O94832,2
MYO1E,4643,Q12965,2
MYO1G,64005,B0I1T2,2
MYO3A,53904,Q8NEV4,4
MYO3B,140469,Q8WXR4,4
MYO5A,4644,Q9Y4I1,1
MYO5B,4645,Q9ULV0,1
MYO5C,55930,Q9NQX4,1
MYO7A,4647,Q13402,4
MYO9A,4649,B2RTY4,5
MYOC,4653,Q99972,8
MYOCD,93649,Q8IZQ8,8
MYOD1,4654,P15172,6
MYOF,26509,Q9NZM1,2
MYOG,4656,P15173,8
MYOM1,8736,P52179,7
MYOM2,9172,P54296,7
MYOM3,127294,Q5VTT5,7
MYOT,9499,Q9UBF9,8
MYOZ1,58529,Q9NP98,8
MYOZ2,51778,Q9NPC6,8
MYPN,84665,Q86TC9,7
MYPOP,339344,Q86VE0,11
MYRF,745,Q9Y2G1,4
MYRFL,0,Q96LU7,4
MYRIP,25924,Q8NFW9,6
MYSM1,114803,Q5VVJ2,2
MYT1,4661,Q01538,3
MYT1L,23040,Q9UL68,3
MZB1,51237,Q8WU39,4
MZT1,440145,Q08AG7,2
MZT2A,80097,Q6NZ67,5
MZT2B,80097,Q6NZ67,5
N4BP1,9683,O75113,8
N4BP2,55728,Q86UW6,2
N4BP2L1,90634,Q5TBK1,6
N4BP2L2,10443,Q92802,6
N4BP3,23138,O15049,8
N6AMT1,29104,Q9Y5N5,1
N6AMT2,221143,Q8WVE0,2
NAA10,8260,P41227,1
NAA11,84779,Q9BSU3,1
NAA15,80155,Q9BXJ9,2
NAA16,79612,Q6N069,2
NAA20,51126,P61599,1
NAA25,80018,Q14CX7,2
NAA30,122830,Q147X3,1
NAA35,60560,Q5VZE5,2
NAA38,51691,O95777,2
NAA40,79829,Q86UY6,2
NAA50,80218,Q9GZZ1,1
NAA60,79903,Q9H7X0,2
NAAA,27163,Q02083,2
NAALAD2,10003,Q9Y3Q0,2
NAALADL1,10004,Q9UQQ1,8
NAALADL2,254827,Q58DX5,9
NAB1,4664,Q13506,5
NAB2,4665,Q15742,8
NABP1,64859,Q96AH0,1
NABP2,79035,Q9BQ15,1
NACA,4666,Q13765,2
NACC1,112939,Q96RE7,8
NACC2,138151,Q96BF6,8
NADK,65220,O95544,1
NADSYN1,55191,Q6IA69,1
NAE1,8883,Q13564,2
NAF1,92345,Q96HR8,2
NAGA,4668,P17050,2
NAGK,55577,Q9UJ70,1
NAGLU,4669,P54802,2
NAGPA,51172,Q9UK23,4
NAGS,162417,Q8N159,1
NAIF1,203245,Q69YI7,8
NALCN,259232,Q8IZF0,3
NAMPT,10135,P43490,1
NAMPTL,0,NA,1
NANOG,79923,Q9H9S0,11
NANOGNB,360030,Q7Z5D8,10
NANOS1,340719,Q8WY41,4
NANOS2,339345,P60321,6
NANOS3,342977,P60323,6
NANP,140838,Q8TBE9,1
NANS,54187,Q9NR45,1
NAP1L1,4673,P55209,2
NAP1L2,4674,Q9ULW6,12
NAP1L3,4675,Q99457,12
NAP1L5,266812,Q96NT1,12
NAPA,8775,P54920,2
NAPEPLD,222236,Q6IQ20,1
NAPG,8774,Q99747,2
NAPRT1,93100,Q6XQN6,1
NAPSA,9476,O96009,2
NARF,26502,Q9UHQ1,1
NARFL,64428,Q9H6Q4,1
NARG2,79664,Q659A1,5
NARS,4677,O43776,1
NARS2,79731,Q96I59,1
NASP,4678,P49321,2
NAT1,9,P18440,1
NAT10,55226,Q9H0A0,1
NAT14,57106,Q8WUY8,12
NAT16,375607,Q8N8M0,5
NAT2,10,P11245,1
NAT6,24142,Q93015,6
NAT8,9027,Q9UHE5,8
NAT8L,339983,Q8N9F0,1
NAT9,26151,Q9BTE0,1
NAV1,89796,Q8NEY1,4
NAV2,89797,Q8IVL1,4
NAV3,89795,Q8IVL0,4
NBAS,51594,A2RRP1,2
NBEA,26960,Q8NFP9,2
NBEAL1,65065,Q6ZS30,2
NBEAL2,23218,Q6ZNJ1,2
NBL1,4681,P41271,4
NBN,4683,O60934,2
NBPF11,200030,Q86T75,15
NBPF12,0,Q5TAG4,15
NBPF14,25832,Q5TI25,15
NBPF15,284565,Q8N660,15
NBPF16,728936,Q8N660,15
NBPF20,25832,P0DPF2,15
NBPF3,84224,Q9H094,15
NBPF4,148545,Q96M43,12
NBPF8,25832,Q3BBV2,15
NBR1,4077,Q14596,4
NCAM1,4684,P13591,4
NCAM2,4685,O15394,4
NCAN,1463,O14594,8
NCAPD2,9918,Q15021,2
NCAPG,64151,Q9BPX3,2
NCAPG2,54892,Q86XI2,2
NCAPH,23397,Q15003,2
NCAPH2,29781,Q6IBW4,2
NCBP1,4686,Q09161,2
NCBP2,22916,P52298,2
NCBP2L,0,A6PVI3,12
NCCRP1,342897,Q6ZVX7,8
NCDN,23154,Q9UBB6,2
NCEH1,57552,Q6PIU2,6
NCF1,653361,P14598,8
NCK1,4690,P16333,6
NCK2,8440,O43639,6
NCKAP1,10787,Q9Y2A7,2
NCKAP1L,3071,P55160,2
NCKAP5,344148,O14513,7
NCKAP5L,57701,Q9HCH0,8
NCKIPSD,51517,Q9NZQ3,4
NCL,4691,P19338,2
NCLN,56926,Q969V3,2
NCMAP,400746,Q5T1S8,9
NCOA1,8648,Q15788,6
NCOA2,10499,Q15596,6
NCOA3,8202,Q9Y6Q9,6
NCOA4,8031,Q13772,8
NCOA5,57727,Q9HCD5,4
NCOA6,23054,Q14686,3
NCOA7,135112,Q8NI08,2
NCOR1,9611,O75376,2
NCOR2,9612,Q9Y618,2
NCR1,9437,O76036,11
NCR2,9436,O95944,12
NCR3,259197,O14931,12
NCR3LG1,374383,Q68D85,12
NCS1,23413,P62166,2
NCSTN,23385,Q92542,2
NDC1,55706,Q9BTX1,5
NDC80,10403,O14777,2
NDE1,54820,Q9NXR1,6
NDEL1,81565,Q9GZM8,3
NDFIP1,80762,Q9BT67,5
NDFIP2,54602,Q9NV92,4
NDN,4692,Q99608,12
NDNF,79625,Q8TB73,6
NDNL2,56160,Q96MG7,2
NDOR1,27158,Q9UHB4,2
NDP,4693,Q00604,8
NDRG1,10397,Q92597,2
NDRG2,57447,Q9UN36,8
NDRG3,57446,Q9UGV2,2
NDRG4,65009,Q9ULP0,8
NDST1,3340,P52848,1
NDST2,8509,P52849,1
NDST3,9348,O95803,1
NDST4,64579,Q9H3R1,1
NDUFA1,4694,O15239,8
NDUFA10,4705,O95299,2
NDUFA12,55967,Q9UI09,1
NDUFA2,4695,O43678,2
NDUFA4,4697,O00483,3
NDUFA4L2,56901,Q9NRX3,8
NDUFA7,4701,O95182,4
NDUFA8,4702,P51970,2
NDUFA9,4704,Q16795,1
NDUFAB1,4706,O14561,1
NDUFAF1,51103,Q9Y375,2
NDUFAF2,91942,Q8N183,2
NDUFAF3,25915,Q9BU61,1
NDUFAF4,29078,Q9P032,5
NDUFAF5,79133,Q5TEU4,1
NDUFAF6,137682,Q330K2,1
NDUFAF7,55471,Q7L592,1
NDUFB1,4707,O75438,6
NDUFB10,4716,O96000,4
NDUFB11,54539,Q9NX14,6
NDUFB2,4708,O95178,6
NDUFB3,4709,O43676,6
NDUFB4,4710,O95168,6
NDUFB5,4711,O43674,6
NDUFB6,4712,O95139,7
NDUFB7,4713,P17568,2
NDUFB8,4714,O95169,6
NDUFB9,4715,Q9Y6M9,2
NDUFC1,4717,O43677,8
NDUFC2,4718,O95298,6
NDUFS1,4719,P28331,1
NDUFS2,4720,O75306,1
NDUFS3,4722,O75489,1
NDUFS4,4724,O43181,1
NDUFS5,4725,O43920,8
NDUFS6,4726,O75380,2
NDUFS8,4728,O00217,1
NDUFV1,4723,P49821,1
NDUFV2,4729,P19404,1
NDUFV3,4731,P56181,8
NEB,4703,P20929,6
NECAB2,54550,Q7Z6G3,8
NECAB3,63941,Q96P71,8
NECAP1,25977,Q8NC96,2
NECAP2,55707,Q9NVZ3,2
NEDD1,121441,Q8NHV4,2
NEDD4,4734,P46934,3
NEDD4L,23327,Q96PU5,3
NEDD8,4738,Q15843,2
NEDD9,4739,Q14511,4
NEFH,4744,P12036,1
NEFM,4741,P07197,8
NEGR1,257194,Q7Z3B1,5
NEIL1,79661,Q96FI4,2
NEIL2,252969,Q969S2,9
NEIL3,55247,Q8TAT5,8
NEK11,79858,Q8NG66,4
NEK2,4751,P51955,2
NEK3,4752,P51956,8
NEK4,6787,P51957,2
NEK5,341676,Q6P3R8,9
NEK6,10783,Q9HC98,2
NEK7,140609,Q8TDX7,2
NEK8,284086,Q86SG6,4
NEK9,91754,Q8TD19,4
NELFA,7469,Q9H3P2,4
NELFB,25920,Q8WX92,2
NELFCD,51497,Q8IXH7,2
NELFE,7936,P18615,4
NELL1,4745,Q92832,6
NELL2,4753,Q99435,6
NEMF,9147,O60524,1
NENF,29937,Q9UMX5,2
NEO1,4756,Q92859,6
NES,10763,P48681,8
NET1,10276,Q7Z628,3
NETO1,81832,Q8TDF5,8
NETO2,81831,Q8NC67,5
NEU1,4758,Q99519,1
NEU2,4759,Q9Y3R4,9
NEU3,10825,Q9UQ49,8
NEU4,129807,Q8WWR8,8
NEURL1,9148,O76050,6
NEURL1B,54492,A8MQ27,6
NEURL2,140825,Q9BR09,4
NEURL4,84461,Q96JN8,4
NEUROD1,4760,Q13562,5
NEUROD2,4761,Q15784,6
NEUROD4,58158,Q9HD90,4
NEUROD6,63974,Q96NK8,5
NEUROG1,4762,Q92886,4
NEUROG2,63973,Q9H2A3,6
NEUROG3,50674,Q9Y4Z2,6
NEXN,91624,Q0ZGT2,7
NF1,4763,P21359,3
NF2,4771,P35240,5
NFAM1,150372,Q8NET5,9
NFASC,23114,O94856,4
NFAT5,10725,O94916,2
NFATC1,4772,O95644,8
NFATC2,4773,Q13469,8
NFATC2IP,84901,Q8NCF5,4
NFATC3,4775,Q12968,8
NFATC4,4776,Q14934,11
NFE2,4778,Q16621,12
NFE2L1,4779,Q14494,5
NFE2L2,4780,Q16236,8
NFE2L3,9603,Q9Y4A8,10
NFIB,4781,O00712,4
NFKB1,4790,P19838,5
NFKBIA,4792,P25963,6
NFKBIB,4793,Q15653,6
NFKBID,84807,Q8NI38,8
NFKBIE,4794,O00221,8
NFKBIL1,4795,Q9UBC1,2
NFKBIZ,64332,Q9BYH8,8
NFRKB,4798,Q6P4R8,4
NFS1,9054,Q9Y697,1
NFU1,27247,Q9UMS0,1
NFX1,4799,Q12986,2
NFXL1,152518,Q6ZNB6,2
NFYA,4800,P23511,2
NFYB,4801,P25208,2
NGB,58157,Q9NPG2,2
NGDN,25983,Q8NEJ9,2
NGEF,25791,Q8N5V2,5
NGF,4803,P01138,8
NGFR,4804,P08138,5
NGFRAP1,27018,Q00994,12
NGLY1,55768,Q96IV0,2
NGRN,51335,Q9NPE2,8
NHEJ1,79840,Q9H9Q4,4
NHLH1,4807,Q02575,5
NHLH2,4808,Q02577,5
NHLRC1,378884,Q6VVB1,8
NHLRC2,374354,Q8NBF2,2
NHLRC3,387921,Q5JS37,8
NHP2,55651,Q9NX24,2
NHP2L1,4809,P55769,1
NHS,4810,Q6T4R5,8
NHSL1,57224,Q5SYE7,8
NHSL2,340527,Q5HYW2,8
NICN1,84276,Q9BSH3,4
NID1,4811,P14543,4
NID2,22795,Q14112,4
NIF3L1,60491,Q9GZT8,1
NIFK,84365,Q9BYG3,2
NIM1K,167359,Q8IY84,4
NIN,51199,Q8N4C6,8
NINJ1,4814,Q92982,6
NINJ2,4815,Q9NZG7,6
NINL,22981,Q9Y2I6,4
NIP7,51388,Q9Y221,2
NIPA1,123606,Q7RTP0,8
NIPA2,81614,Q8N8Q9,2
NIPAL1,152519,Q6NVV3,2
NIPAL2,79815,Q9H841,3
NIPAL3,57185,Q6P499,4
NIPAL4,348938,Q0D2K0,2
NIPBL,25836,Q6KC79,2
NIPSNAP1,8508,Q9BPW8,1
NIPSNAP3A,25934,Q9UFN0,2
NIPSNAP3B,55335,Q9BS92,2
NISCH,11188,Q9Y2I1,2
NIT1,4817,Q86X76,1
NIT2,56954,Q9NQR4,1
NKAIN1,79570,Q4KMZ8,5
NKAIN2,154215,Q5VXU1,8
NKAIN3,286183,Q8N8D7,6
NKAP,79576,Q8N5F7,2
NKAPL,222698,Q5M9Q1,2
NKD1,85407,Q969G9,5
NKD2,85409,Q969F2,7
NKG7,4818,Q16617,12
NKIRAS1,28512,Q9NYS0,4
NKIRAS2,28511,Q9NYR9,6
NKPD1,284353,Q17RQ9,7
NKRF,55922,O15226,5
NKTR,4820,P30414,2
NKX1-1,0,Q15270,5
NKX2-1,7080,P43699,6
NKX2-2,4821,O95096,4
NKX2-3,159296,Q8TAU0,5
NKX2-4,644524,Q9H2Z4,6
NKX2-5,1482,P52952,8
NKX2-6,137814,A6NCS4,11
NKX2-8,26257,O15522,8
NKX3-1,4824,Q99801,10
NKX3-2,579,P78367,5
NKX6-1,4825,P78426,5
NKX6-2,84504,Q9C056,4
NLE1,54475,Q9NVX2,1
NLGN1,22871,Q8N2Q7,2
NLGN2,57555,Q8NFZ4,2
NLGN3,54413,Q9NZ94,2
NLGN4X,57502,Q8N0W4,2
NLGN4Y,22829,Q8NFZ3,2
NLK,51701,Q9UBE8,4
NLN,57486,Q9BYT8,1
NLRC3,197358,Q7RTR2,2
NLRC4,58484,Q9NPP4,12
NLRC5,84166,Q86WI3,8
NLRP1,22861,Q9C000,11
NLRP10,338322,Q86W26,10
NLRP11,204801,P59045,14
NLRP12,91662,P59046,9
NLRP13,126204,Q86W25,9
NLRP14,338323,Q86W24,9
NLRP2,55655,Q9NX02,9
NLRP3,114548,Q96P20,9
NLRP4,147945,Q96MN2,9
NLRP5,126206,P59047,9
NLRP6,171389,P59044,12
NLRP7,199713,Q8WX94,9
NLRP8,126205,Q86W28,9
NLRP9,338321,Q7RTR0,9
NLRX1,79671,Q86UT6,8
NMB,4828,P08949,8
NMBR,4829,P28336,6
NMD3,51068,Q96D46,2
NME1,4830,P15531,1
NME1-NME2,4831,P22392,1
NME3,4832,Q13232,1
NME4,4833,O00746,9
NME5,8382,P56597,2
NME6,10201,O75414,4
NME7,29922,Q9Y5B8,2
NME8,51314,Q8N427,2
NME9,347736,Q86XW9,2
NMI,9111,Q13287,8
NMNAT1,64802,Q9HAN9,2
NMNAT2,23057,Q9BZQ4,7
NMNAT3,349565,Q96T66,2
NMRAL1,57407,Q9HBL8,2
NMRK2,27231,Q9NPI5,3
NMS,129521,Q5H8A3,8
NMT1,4836,P30419,2
NMU,10874,P48645,8
NMUR1,10316,Q9HB89,8
NMUR2,56923,Q9GZQ4,4
NNAT,4826,Q16517,12
NNMT,4837,P40261,5
NNT,23530,Q13423,1
NOA1,84273,Q8NC60,1
NOB1,28987,Q9ULX3,2
NOBOX,135935,O60393,9
NOC2L,26155,Q9Y3T9,2
NOC3L,64318,Q8WTT2,2
NOC4L,79050,Q9BVI4,2
NOD1,10392,Q9Y239,8
NOD2,64127,Q9HC29,8
NODAL,4838,Q96S42,7
NOG,9241,Q13253,4
NOL10,79954,Q9BSC4,2
NOL11,25926,Q9H8H0,4
NOL12,79159,Q9UGY1,2
NOL3,8996,O60936,10
NOL4,8715,O94818,5
NOL6,65083,Q9H6R4,2
NOL7,51406,Q9UMY1,5
NOL8,55035,Q76FK4,2
NOL9,79707,Q5SY16,2
NOLC1,9221,Q14978,1
NOM1,64434,Q5C9Z4,2
NOMO2,283820,Q5JPE7,2
NOMO3,408050,P69849,2
NONO,4841,Q15233,8
NOP10,55505,Q9NPE3,1
NOP14,8602,P78316,2
NOP2,4839,P46087,1
NOP56,10528,O00567,1
NOP58,51602,Q9Y2X3,1
NOP9,161424,Q86U38,2
NOS1,4842,P29475,1
NOS1AP,9722,O75052,5
NOS2,4843,P35228,1
NOS3,4846,P29474,1
NOSIP,51070,Q9Y314,2
NOSTRIN,115677,Q8IVI9,5
NOTCH1,4851,P46531,2
NOTCH2,4853,Q04721,2
NOTCH3,4854,Q9UM47,2
NOTCH4,4855,Q99466,2
NOTO,344022,A8MTQ0,9
NOTUM,147111,Q6P988,2
NOV,4856,P48745,6
NOVA1,4857,P51513,2
NOVA2,4858,Q9UNW9,2
NOX1,27035,Q9Y5S8,2
NOX3,50508,Q9HBY0,2
NOX4,50507,Q9NPH5,5
NOX5,79400,Q96PH1,2
NOXA1,10811,Q86UR1,9
NOXO1,124056,Q8NFA2,8
NOXRED1,122945,Q6NXP6,4
NPAP1,23742,Q9NZP6,12
NPAS2,4862,Q99743,5
NPAS3,64067,Q8IXF0,4
NPAS4,266743,Q8IUM7,6
NPAT,4863,Q14207,4
NPB,256933,Q8NG41,8
NPBWR1,2831,P48145,8
NPBWR2,2832,P48146,8
NPC1,4864,O15118,2
NPC1L1,29881,Q9UHC9,2
NPC2,10577,P61916,4
NPDC1,56654,Q9NQX5,4
NPEPL1,79716,Q8NDH3,1
NPEPPS,9520,P55786,1
NPFFR1,64106,Q9GZQ6,5
NPFFR2,10886,Q9Y5X5,4
NPHP1,4867,O15259,4
NPHP4,261734,O75161,2
NPHS1,4868,O60500,4
NPHS2,7827,Q9NP85,8
NPIPA1,9284,Q9UND3,14
NPIPB15,440348,A6NHN6,14
NPIPB3,100288332,E9PKD4,14
NPIPB4,23117,C9JG80,14
NPIPB7,100507607,F8W1W9,14
NPIPB9,728734,E9PQR5,14
NPL,80896,Q9BXD5,1
NPLOC4,55666,Q8TAT6,2
NPM1,4869,P06748,5
NPM2,10361,Q86SE8,8
NPM3,10360,O75607,8
NPNT,255743,Q6UXI9,8
NPPA,4878,P01160,8
NPPC,4880,P23582,8
NPR1,4881,P16066,2
NPR2,4882,P20594,2
NPR3,4883,P17342,7
NPRL2,10641,Q8WTW4,2
NPS,594857,P0C0P6,9
NPSR1,387129,Q6W5P4,6
NPTN,27020,Q9Y639,6
NPTX1,4884,Q15818,5
NPTX2,4885,P47972,8
NPTXR,23467,O95502,8
NPVF,64111,Q9HCQ7,8
NPW,283869,Q8N729,8
NPY,4852,P01303,8
